freq_hz,mag_db
6583.740234,27.24
6583.923340,27.52
6584.106445,30.29
6584.289551,28.60
6584.472656,28.71
6584.655762,31.35
6584.838867,25.88
6585.021973,25.09
6585.205078,25.70
6585.388184,21.11
6585.571289,26.51
6585.754395,24.42
6585.937500,19.29
6586.120605,24.18
6586.303711,20.16
6586.486816,23.47
6586.669922,21.67
6586.853027,14.65
6587.036133,12.01
6587.219238,22.50
6587.402344,23.33
6587.585449,18.30
6587.768555,19.97
6587.951660,16.03
6588.134766,22.15
6588.317871,25.02
6588.500977,17.77
6588.684082,25.84
6588.867188,-2.14
6589.050293,28.65
6589.233398,26.59
6589.416504,23.41
6589.599609,28.20
6589.782715,20.62
6589.965820,24.12
6590.148926,29.80
6590.332031,25.92
6590.515137,18.90
6590.698242,28.28
6590.881348,23.28
6591.064453,29.43
6591.247559,23.90
6591.430664,19.91
6591.613770,27.58
6591.796875,21.72
6591.979980,27.78
6592.163086,23.61
6592.346191,25.33
6592.529297,23.66
6592.712402,25.26
6592.895508,11.83
6593.078613,21.92
6593.261719,17.59
6593.444824,24.84
6593.627930,18.78
6593.811035,21.93
6593.994141,12.09
6594.177246,0.21
6594.360352,23.82
6594.543457,20.66
6594.726562,19.62
6594.909668,12.88
6595.092773,21.11
6595.275879,19.93
6595.458984,23.04
6595.642090,11.59
6595.825195,16.70
6596.008301,23.12
6596.191406,22.36
6596.374512,19.40
6596.557617,14.23
6596.740723,22.70
6596.923828,18.57
6597.106934,18.87
6597.290039,22.46
6597.473145,22.24
6597.656250,22.01
6597.839355,23.41
6598.022461,21.93
6598.205566,26.13
6598.388672,15.84
6598.571777,23.37
6598.754883,21.67
6598.937988,26.03
6599.121094,21.29
6599.304199,16.89
6599.487305,8.27
6599.670410,24.07
6599.853516,16.63
6600.036621,19.42
6600.219727,21.58
6600.402832,12.58
6600.585938,16.62
6600.769043,12.54
6600.952148,16.14
6601.135254,18.82
6601.318359,14.23
6601.501465,19.15
6601.684570,16.53
6601.867676,12.59
6602.050781,18.61
6602.233887,18.19
6602.416992,21.16
6602.600098,11.96
6602.783203,26.04
6602.966309,12.55
6603.149414,22.14
6603.332520,18.68
6603.515625,27.08
6603.698730,24.58
6603.881836,25.08
6604.064941,15.35
6604.248047,17.83
6604.431152,17.30
6604.614258,23.68
6604.797363,13.66
6604.980469,23.09
6605.163574,21.50
6605.346680,26.59
6605.529785,20.81
6605.712891,24.11
6605.895996,12.56
6606.079102,23.74
6606.262207,26.13
6606.445312,27.89
6606.628418,20.87
6606.811523,18.73
6606.994629,24.29
6607.177734,26.51
6607.360840,26.63
6607.543945,0.16
6607.727051,24.00
6607.910156,28.61
6608.093262,25.84
6608.276367,19.43
6608.459473,12.15
6608.642578,20.93
6608.825684,24.69
6609.008789,25.73
6609.191895,18.80
6609.375000,1.63
6609.558105,19.94
6609.741211,23.78
6609.924316,24.51
6610.107422,19.43
6610.290527,16.22
6610.473633,26.27
6610.656738,27.31
6610.839844,23.90
6611.022949,21.60
6611.206055,19.79
6611.389160,16.35
6611.572266,19.35
6611.755371,20.14
6611.938477,14.72
6612.121582,20.91
6612.304688,-6.68
6612.487793,19.55
6612.670898,26.26
6612.854004,23.12
6613.037109,6.73
6613.220215,17.31
6613.403320,20.30
6613.586426,25.50
6613.769531,18.38
6613.952637,9.14
6614.135742,19.96
6614.318848,19.01
6614.501953,19.09
6614.685059,8.32
6614.868164,20.72
6615.051270,20.01
6615.234375,21.78
6615.417480,20.00
6615.600586,8.27
6615.783691,20.11
6615.966797,10.40
6616.149902,12.49
6616.333008,22.49
6616.516113,27.74
6616.699219,15.28
6616.882324,21.30
6617.065430,18.42
6617.248535,27.44
6617.431641,23.91
6617.614746,16.48
6617.797852,17.43
6617.980957,24.19
6618.164062,23.31
6618.347168,23.12
6618.530273,16.32
6618.713379,22.58
6618.896484,21.05
6619.079590,21.13
6619.262695,22.30
6619.445801,24.40
6619.628906,17.01
6619.812012,26.07
6619.995117,23.81
6620.178223,29.42
6620.361328,22.30
6620.544434,18.89
6620.727539,20.95
6620.910645,23.96
6621.093750,24.82
6621.276855,15.52
6621.459961,14.15
6621.643066,24.58
6621.826172,25.08
6622.009277,14.70
6622.192383,8.01
6622.375488,21.20
6622.558594,23.87
6622.741699,23.40
6622.924805,23.83
6623.107910,19.08
6623.291016,23.11
6623.474121,24.88
6623.657227,22.26
6623.840332,22.38
6624.023438,23.06
6624.206543,21.66
6624.389648,21.50
6624.572754,13.24
6624.755859,22.25
6624.938965,24.17
6625.122070,24.95
6625.305176,18.70
6625.488281,18.94
6625.671387,18.85
6625.854492,23.71
6626.037598,24.89
6626.220703,17.02
6626.403809,21.38
6626.586914,24.87
6626.770020,22.89
6626.953125,26.33
6627.136230,17.43
6627.319336,26.67
6627.502441,25.18
6627.685547,25.36
6627.868652,26.67
6628.051758,10.28
6628.234863,21.29
6628.417969,26.35
6628.601074,27.73
6628.784180,20.46
6628.967285,19.23
6629.150391,20.99
6629.333496,21.48
6629.516602,21.64
6629.699707,14.08
6629.882812,15.06
6630.065918,20.66
6630.249023,23.51
6630.432129,18.35
6630.615234,20.98
6630.798340,23.37
6630.981445,23.65
6631.164551,17.35
6631.347656,19.38
6631.530762,19.27
6631.713867,18.43
6631.896973,25.32
6632.080078,23.13
6632.263184,4.32
6632.446289,24.85
6632.629395,25.14
6632.812500,23.56
6632.995605,22.81
6633.178711,21.71
6633.361816,26.60
6633.544922,26.17
6633.728027,23.25
6633.911133,12.90
6634.094238,24.10
6634.277344,25.70
6634.460449,25.22
6634.643555,24.85
6634.826660,21.78
6635.009766,25.30
6635.192871,24.15
6635.375977,22.40
6635.559082,21.60
6635.742188,20.49
6635.925293,28.19
6636.108398,27.64
6636.291504,25.25
6636.474609,21.78
6636.657715,23.33
6636.840820,25.63
6637.023926,25.12
6637.207031,28.40
6637.390137,20.30
6637.573242,26.76
6637.756348,28.08
6637.939453,28.01
6638.122559,27.24
6638.305664,26.18
6638.488770,26.07
6638.671875,28.50
6638.854980,31.23
6639.038086,24.82
6639.221191,26.32
6639.404297,25.16
6639.587402,26.01
6639.770508,25.54
6639.953613,23.86
6640.136719,24.78
6640.319824,14.56
6640.502930,26.78
6640.686035,23.40
6640.869141,23.57
6641.052246,14.82
6641.235352,18.67
6641.418457,24.30
6641.601562,20.62
6641.784668,23.72
6641.967773,15.07
6642.150879,20.08
6642.333984,20.89
6642.517090,22.65
6642.700195,23.33
6642.883301,21.72
6643.066406,25.46
6643.249512,20.25
6643.432617,18.09
6643.615723,22.89
6643.798828,23.98
6643.981934,21.41
6644.165039,17.52
6644.348145,20.99
6644.531250,24.88
6644.714355,22.89
6644.897461,20.27
6645.080566,23.62
6645.263672,27.11
6645.446777,23.41
6645.629883,17.06
6645.812988,9.88
6645.996094,21.32
6646.179199,23.91
6646.362305,-6.93
6646.545410,14.85
6646.728516,13.27
6646.911621,7.00
6647.094727,19.58
6647.277832,23.09
6647.460938,8.51
6647.644043,5.45
6647.827148,22.63
6648.010254,21.94
6648.193359,26.59
6648.376465,10.90
6648.559570,19.59
6648.742676,20.44
6648.925781,18.09
6649.108887,4.84
6649.291992,16.50
6649.475098,22.30
6649.658203,21.76
6649.841309,22.12
6650.024414,14.57
6650.207520,15.49
6650.390625,21.66
6650.573730,21.53
6650.756836,22.21
6650.939941,16.32
6651.123047,19.30
6651.306152,26.00
6651.489258,27.34
6651.672363,19.95
6651.855469,20.73
6652.038574,26.24
6652.221680,24.54
6652.404785,21.59
6652.587891,27.92
6652.770996,23.73
6652.954102,27.44
6653.137207,27.85
6653.320312,23.48
6653.503418,24.40
6653.686523,24.57
6653.869629,28.78
6654.052734,29.33
6654.235840,25.30
6654.418945,28.65
6654.602051,27.53
6654.785156,30.98
6654.968262,28.70
6655.151367,26.30
6655.334473,19.34
6655.517578,29.51
6655.700684,26.31
6655.883789,30.36
6656.066895,27.64
6656.250000,26.90
6656.433105,27.84
6656.616211,30.82
6656.799316,25.78
6656.982422,19.23
6657.165527,23.10
6657.348633,26.85
6657.531738,28.92
6657.714844,28.89
6657.897949,24.30
6658.081055,15.83
6658.264160,26.14
6658.447266,25.83
6658.630371,27.03
6658.813477,23.53
6658.996582,25.13
6659.179688,26.47
6659.362793,26.00
6659.545898,28.24
6659.729004,27.64
6659.912109,22.79
6660.095215,24.29
6660.278320,25.91
6660.461426,29.83
6660.644531,29.34
6660.827637,24.56
6661.010742,15.09
6661.193848,25.77
6661.376953,25.42
6661.560059,19.13
6661.743164,19.92
6661.926270,17.79
6662.109375,18.87
6662.292480,24.59
6662.475586,20.33
6662.658691,23.09
6662.841797,21.52
6663.024902,20.54
6663.208008,22.51
6663.391113,16.88
6663.574219,22.56
6663.757324,22.14
6663.940430,11.32
6664.123535,22.92
6664.306641,16.28
6664.489746,27.93
6664.672852,23.46
6664.855957,23.52
6665.039062,12.00
6665.222168,24.31
6665.405273,25.10
6665.588379,27.29
6665.771484,21.49
6665.954590,18.66
6666.137695,28.72
6666.320801,27.73
6666.503906,28.47
6666.687012,19.26
6666.870117,22.80
6667.053223,26.06
6667.236328,28.27
6667.419434,30.04
6667.602539,20.67
6667.785645,18.78
6667.968750,27.41
6668.151855,28.97
6668.334961,28.03
6668.518066,19.92
6668.701172,27.97
6668.884277,26.30
6669.067383,29.62
6669.250488,25.88
6669.433594,14.79
6669.616699,26.92
6669.799805,26.98
6669.982910,28.42
6670.166016,25.52
6670.349121,23.39
6670.532227,25.05
6670.715332,25.52
6670.898438,27.55
6671.081543,16.15
6671.264648,18.74
6671.447754,27.09
6671.630859,21.85
6671.813965,29.13
6671.997070,20.57
6672.180176,22.57
6672.363281,22.10
6672.546387,28.01
6672.729492,27.16
6672.912598,22.48
6673.095703,21.36
6673.278809,21.96
6673.461914,27.41
6673.645020,21.13
6673.828125,18.76
6674.011230,20.71
6674.194336,24.43
6674.377441,21.72
6674.560547,26.96
6674.743652,23.38
6674.926758,13.23
6675.109863,16.14
6675.292969,16.26
6675.476074,24.35
6675.659180,21.90
6675.842285,16.98
6676.025391,17.13
6676.208496,16.58
6676.391602,26.22
6676.574707,23.35
6676.757812,19.18
6676.940918,20.86
6677.124023,14.88
6677.307129,25.33
6677.490234,25.29
6677.673340,17.35
6677.856445,25.20
6678.039551,22.71
6678.222656,26.63
6678.405762,27.15
6678.588867,24.89
6678.771973,17.86
6678.955078,24.82
6679.138184,28.98
6679.321289,27.81
6679.504395,23.84
6679.687500,28.78
6679.870605,28.76
6680.053711,27.92
6680.236816,27.40
6680.419922,25.24
6680.603027,27.82
6680.786133,28.93
6680.969238,25.79
6681.152344,28.39
6681.335449,26.00
6681.518555,28.43
6681.701660,25.22
6681.884766,27.69
6682.067871,27.21
6682.250977,24.31
6682.434082,26.92
6682.617188,28.45
6682.800293,26.07
6682.983398,28.15
6683.166504,27.46
6683.349609,26.56
6683.532715,29.76
6683.715820,25.14
6683.898926,11.86
6684.082031,28.82
6684.265137,19.85
6684.448242,26.49
6684.631348,26.73
6684.814453,24.86
6684.997559,23.05
6685.180664,22.19
6685.363770,24.81
6685.546875,23.97
6685.729980,17.48
6685.913086,22.07
6686.096191,20.40
6686.279297,25.42
6686.462402,5.22
6686.645508,19.36
6686.828613,20.50
6687.011719,22.98
6687.194824,16.28
6687.377930,21.15
6687.561035,5.24
6687.744141,22.38
6687.927246,9.89
6688.110352,24.30
6688.293457,24.14
6688.476562,21.09
6688.659668,28.38
6688.842773,18.48
6689.025879,18.67
6689.208984,18.62
6689.392090,28.61
6689.575195,28.10
6689.758301,26.18
6689.941406,26.84
6690.124512,21.79
6690.307617,23.64
6690.490723,25.29
6690.673828,26.44
6690.856934,25.05
6691.040039,25.27
6691.223145,27.63
6691.406250,27.65
6691.589355,28.02
6691.772461,18.44
6691.955566,24.54
6692.138672,30.13
6692.321777,29.83
6692.504883,24.63
6692.687988,24.53
6692.871094,24.80
6693.054199,24.95
6693.237305,27.52
6693.420410,24.44
6693.603516,28.80
6693.786621,26.04
6693.969727,27.93
6694.152832,22.81
6694.335938,27.09
6694.519043,28.45
6694.702148,24.79
6694.885254,28.64
6695.068359,25.70
6695.251465,29.23
6695.434570,22.36
6695.617676,30.32
6695.800781,29.06
6695.983887,28.67
6696.166992,26.07
6696.350098,29.10
6696.533203,29.55
6696.716309,26.63
6696.899414,26.83
6697.082520,27.01
6697.265625,28.31
6697.448730,28.17
6697.631836,27.97
6697.814941,25.66
6697.998047,26.59
6698.181152,26.65
6698.364258,23.64
6698.547363,20.55
6698.730469,23.48
6698.913574,26.86
6699.096680,18.93
6699.279785,27.30
6699.462891,20.88
6699.645996,18.20
6699.829102,21.43
6700.012207,11.21
6700.195312,20.07
6700.378418,24.20
6700.561523,22.52
6700.744629,20.98
6700.927734,25.37
6701.110840,11.53
6701.293945,20.01
6701.477051,26.71
6701.660156,23.16
6701.843262,28.61
6702.026367,19.42
6702.209473,21.58
6702.392578,20.93
6702.575684,26.45
6702.758789,23.62
6702.941895,22.59
6703.125000,20.26
6703.308105,25.62
6703.491211,25.33
6703.674316,17.71
6703.857422,20.76
6704.040527,21.85
6704.223633,25.49
6704.406738,22.00
6704.589844,19.78
6704.772949,12.64
6704.956055,12.11
6705.139160,17.24
6705.322266,19.88
6705.505371,15.54
6705.688477,2.77
6705.871582,18.39
6706.054688,18.53
6706.237793,21.77
6706.420898,22.45
6706.604004,19.04
6706.787109,23.69
6706.970215,15.57
6707.153320,17.09
6707.336426,20.23
6707.519531,24.49
6707.702637,25.55
6707.885742,22.26
6708.068848,7.73
6708.251953,24.45
6708.435059,17.68
6708.618164,23.85
6708.801270,18.56
6708.984375,17.41
6709.167480,20.19
6709.350586,20.84
6709.533691,19.68
6709.716797,26.17
6709.899902,18.91
6710.083008,21.13
6710.266113,24.81
6710.449219,27.71
6710.632324,25.82
6710.815430,20.68
6710.998535,25.19
6711.181641,22.60
6711.364746,27.60
6711.547852,23.67
6711.730957,28.24
6711.914062,27.29
6712.097168,28.63
6712.280273,29.97
6712.463379,28.77
6712.646484,27.70
6712.829590,29.03
6713.012695,31.35
6713.195801,33.05
6713.378906,27.58
6713.562012,30.07
6713.745117,28.32
6713.928223,30.43
6714.111328,30.66
6714.294434,26.90
6714.477539,27.45
6714.660645,27.18
6714.843750,29.52
6715.026855,28.95
6715.209961,25.28
6715.393066,25.88
6715.576172,26.86
6715.759277,24.85
6715.942383,28.09
6716.125488,24.73
6716.308594,18.39
6716.491699,26.37
6716.674805,21.27
6716.857910,23.39
6717.041016,23.85
6717.224121,2.81
6717.407227,21.60
6717.590332,17.13
6717.773438,20.40
6717.956543,22.67
6718.139648,18.56
6718.322754,21.16
6718.505859,23.84
6718.688965,20.33
6718.872070,22.05
6719.055176,19.27
6719.238281,9.73
6719.421387,2.50
6719.604492,22.24
6719.787598,14.47
6719.970703,28.04
6720.153809,25.67
6720.336914,20.58
6720.520020,22.98
6720.703125,22.37
6720.886230,25.27
6721.069336,24.09
6721.252441,25.27
6721.435547,29.51
6721.618652,27.63
6721.801758,27.84
6721.984863,26.79
6722.167969,23.81
6722.351074,20.60
6722.534180,24.68
6722.717285,27.10
6722.900391,27.69
6723.083496,27.32
6723.266602,21.83
6723.449707,23.44
6723.632812,22.76
6723.815918,21.46
6723.999023,27.40
6724.182129,15.55
6724.365234,28.81
6724.548340,30.17
6724.731445,25.75
6724.914551,22.26
6725.097656,18.84
6725.280762,28.21
6725.463867,24.44
6725.646973,28.54
6725.830078,21.39
6726.013184,25.95
6726.196289,24.35
6726.379395,24.77
6726.562500,27.52
6726.745605,17.33
6726.928711,22.65
6727.111816,24.57
6727.294922,25.10
6727.478027,26.46
6727.661133,17.82
6727.844238,24.32
6728.027344,18.61
6728.210449,25.63
6728.393555,24.13
6728.576660,19.89
6728.759766,20.45
6728.942871,22.01
6729.125977,27.53
6729.309082,25.54
6729.492188,21.92
6729.675293,4.95
6729.858398,20.18
6730.041504,20.33
6730.224609,25.82
6730.407715,16.59
6730.590820,16.59
6730.773926,26.34
6730.957031,27.77
6731.140137,22.97
6731.323242,17.48
6731.506348,14.07
6731.689453,22.91
6731.872559,26.44
6732.055664,14.40
6732.238770,22.08
6732.421875,25.03
6732.604980,21.99
6732.788086,24.87
6732.971191,22.40
6733.154297,6.25
6733.337402,26.69
6733.520508,28.68
6733.703613,27.15
6733.886719,18.22
6734.069824,22.18
6734.252930,26.20
6734.436035,27.78
6734.619141,24.43
6734.802246,23.44
6734.985352,22.86
6735.168457,26.44
6735.351562,25.74
6735.534668,21.81
6735.717773,17.60
6735.900879,8.57
6736.083984,21.62
6736.267090,22.17
6736.450195,-5.95
6736.633301,20.53
6736.816406,11.68
6736.999512,19.84
6737.182617,20.82
6737.365723,-2.79
6737.548828,4.66
6737.731934,16.46
6737.915039,5.06
6738.098145,10.33
6738.281250,11.92
6738.464355,4.58
6738.647461,12.52
6738.830566,19.50
6739.013672,16.40
6739.196777,9.01
6739.379883,19.59
6739.562988,17.57
6739.746094,17.92
6739.929199,19.66
6740.112305,13.39
6740.295410,7.19
6740.478516,16.17
6740.661621,9.60
6740.844727,15.51
6741.027832,10.85
6741.210938,21.90
6741.394043,20.51
6741.577148,16.37
6741.760254,-1.83
6741.943359,17.84
6742.126465,13.06
6742.309570,13.22
6742.492676,14.37
6742.675781,10.61
6742.858887,5.22
6743.041992,12.06
6743.225098,23.05
6743.408203,19.65
6743.591309,17.45
6743.774414,10.61
6743.957520,19.22
6744.140625,12.44
6744.323730,15.24
6744.506836,17.74
6744.689941,23.55
6744.873047,23.96
6745.056152,25.81
6745.239258,-5.86
6745.422363,20.05
6745.605469,27.79
6745.788574,18.15
6745.971680,17.67
6746.154785,15.79
6746.337891,25.32
6746.520996,24.54
6746.704102,23.32
6746.887207,13.23
6747.070312,19.69
6747.253418,24.10
6747.436523,25.39
6747.619629,18.79
6747.802734,25.84
6747.985840,16.53
6748.168945,23.09
6748.352051,25.26
6748.535156,23.78
6748.718262,15.29
6748.901367,19.19
6749.084473,26.08
6749.267578,27.87
6749.450684,29.30
6749.633789,25.49
6749.816895,13.99
6750.000000,20.26
6750.183105,27.74
6750.366211,21.68
6750.549316,12.70
6750.732422,20.80
6750.915527,27.28
6751.098633,29.28
6751.281738,20.01
6751.464844,13.62
6751.647949,15.47
6751.831055,25.02
6752.014160,25.63
6752.197266,17.12
6752.380371,14.07
6752.563477,21.29
6752.746582,26.12
6752.929688,22.14
6753.112793,13.66
6753.295898,20.27
6753.479004,26.59
6753.662109,27.74
6753.845215,25.71
6754.028320,16.43
6754.211426,19.90
6754.394531,25.44
6754.577637,25.17
6754.760742,16.51
6754.943848,14.72
6755.126953,16.13
6755.310059,21.62
6755.493164,25.54
6755.676270,26.19
6755.859375,24.17
6756.042480,25.95
6756.225586,26.17
6756.408691,28.63
6756.591797,26.42
6756.774902,23.39
6756.958008,25.97
6757.141113,24.48
6757.324219,25.17
6757.507324,24.71
6757.690430,17.01
6757.873535,13.55
6758.056641,25.24
6758.239746,27.34
6758.422852,23.38
6758.605957,23.07
6758.789062,20.94
6758.972168,24.27
6759.155273,24.87
6759.338379,10.40
6759.521484,17.54
6759.704590,24.66
6759.887695,26.27
6760.070801,25.97
6760.253906,20.39
6760.437012,9.93
6760.620117,23.05
6760.803223,29.30
6760.986328,26.24
6761.169434,23.25
6761.352539,20.79
6761.535645,26.11
6761.718750,24.95
6761.901855,24.15
6762.084961,11.37
6762.268066,22.54
6762.451172,23.80
6762.634277,24.65
6762.817383,21.63
6763.000488,21.85
6763.183594,14.24
6763.366699,22.00
6763.549805,23.59
6763.732910,27.51
6763.916016,16.74
6764.099121,26.54
6764.282227,19.67
6764.465332,25.16
6764.648438,25.56
6764.831543,15.73
6765.014648,23.63
6765.197754,23.90
6765.380859,29.80
6765.563965,24.08
6765.747070,27.44
6765.930176,15.13
6766.113281,21.22
6766.296387,21.20
6766.479492,15.40
6766.662598,23.11
6766.845703,14.26
6767.028809,24.77
6767.211914,27.27
6767.395020,26.44
6767.578125,19.94
6767.761230,21.25
6767.944336,22.70
6768.127441,28.56
6768.310547,25.04
6768.493652,22.34
6768.676758,25.20
6768.859863,27.93
6769.042969,21.63
6769.226074,13.46
6769.409180,18.48
6769.592285,20.69
6769.775391,20.71
6769.958496,20.43
6770.141602,18.31
6770.324707,8.03
6770.507812,11.77
6770.690918,15.05
6770.874023,19.39
6771.057129,17.05
6771.240234,18.33
6771.423340,21.14
6771.606445,13.16
6771.789551,24.81
6771.972656,20.90
6772.155762,22.18
6772.338867,19.56
6772.521973,9.40
6772.705078,19.19
6772.888184,19.60
6773.071289,19.77
6773.254395,21.68
6773.437500,10.73
6773.620605,24.03
6773.803711,14.69
6773.986816,13.02
6774.169922,20.04
6774.353027,21.73
6774.536133,25.72
6774.719238,25.95
6774.902344,27.23
6775.085449,15.14
6775.268555,2.22
6775.451660,12.60
6775.634766,19.97
6775.817871,21.34
6776.000977,11.78
6776.184082,17.69
6776.367188,26.03
6776.550293,30.24
6776.733398,23.92
6776.916504,9.79
6777.099609,24.86
6777.282715,21.96
6777.465820,26.69
6777.648926,27.36
6777.832031,22.65
6778.015137,15.21
6778.198242,28.13
6778.381348,19.37
6778.564453,28.46
6778.747559,14.77
6778.930664,24.71
6779.113770,28.17
6779.296875,30.91
6779.479980,27.22
6779.663086,21.57
6779.846191,23.33
6780.029297,27.82
6780.212402,28.07
6780.395508,25.91
6780.578613,23.22
6780.761719,24.15
6780.944824,29.71
6781.127930,23.61
6781.311035,22.69
6781.494141,12.51
6781.677246,18.82
6781.860352,27.07
6782.043457,27.41
6782.226562,23.18
6782.409668,9.79
6782.592773,20.19
6782.775879,22.24
6782.958984,19.64
6783.142090,25.75
6783.325195,16.32
6783.508301,25.00
6783.691406,26.77
6783.874512,27.66
6784.057617,21.81
6784.240723,17.47
6784.423828,24.32
6784.606934,27.52
6784.790039,26.50
6784.973145,23.22
6785.156250,21.83
6785.339355,16.21
6785.522461,26.15
6785.705566,27.67
6785.888672,23.05
6786.071777,18.20
6786.254883,22.38
6786.437988,26.69
6786.621094,25.56
6786.804199,20.92
6786.987305,21.17
6787.170410,23.57
6787.353516,19.58
6787.536621,22.23
6787.719727,22.84
6787.902832,20.21
6788.085938,15.72
6788.269043,18.10
6788.452148,19.56
6788.635254,25.43
6788.818359,19.78
6789.001465,24.85
6789.184570,-0.03
6789.367676,21.89
6789.550781,27.93
6789.733887,27.95
6789.916992,6.11
6790.100098,14.56
6790.283203,26.45
6790.466309,26.17
6790.649414,26.51
6790.832520,13.40
6791.015625,6.21
6791.198730,25.37
6791.381836,27.40
6791.564941,22.44
6791.748047,15.91
6791.931152,23.07
6792.114258,21.81
6792.297363,24.05
6792.480469,18.78
6792.663574,-1.17
6792.846680,13.38
6793.029785,23.51
6793.212891,21.30
6793.395996,16.83
6793.579102,17.87
6793.762207,21.19
6793.945312,21.79
6794.128418,18.68
6794.311523,12.59
6794.494629,15.33
6794.677734,14.65
6794.860840,9.38
6795.043945,20.77
6795.227051,23.38
6795.410156,27.54
6795.593262,24.88
6795.776367,21.15
6795.959473,17.18
6796.142578,18.85
6796.325684,23.64
6796.508789,25.61
6796.691895,22.13
6796.875000,12.82
6797.058105,24.12
6797.241211,21.88
6797.424316,23.59
6797.607422,24.45
6797.790527,23.26
6797.973633,19.13
6798.156738,20.35
6798.339844,19.37
6798.522949,18.81
6798.706055,21.69
6798.889160,15.63
6799.072266,17.44
6799.255371,13.12
6799.438477,22.98
6799.621582,22.53
6799.804688,24.29
6799.987793,24.48
6800.170898,17.66
6800.354004,27.06
6800.537109,26.30
6800.720215,22.04
6800.903320,16.16
6801.086426,23.17
6801.269531,22.64
6801.452637,26.83
6801.635742,21.42
6801.818848,20.23
6802.001953,21.07
6802.185059,22.89
6802.368164,25.98
6802.551270,16.11
6802.734375,23.47
6802.917480,24.56
6803.100586,17.00
6803.283691,24.57
6803.466797,11.17
6803.649902,20.51
6803.833008,20.10
6804.016113,23.14
6804.199219,20.01
6804.382324,19.58
6804.565430,21.57
6804.748535,19.90
6804.931641,22.25
6805.114746,8.02
6805.297852,13.47
6805.480957,1.50
6805.664062,15.33
6805.847168,19.42
6806.030273,20.43
6806.213379,19.25
6806.396484,18.31
6806.579590,21.88
6806.762695,18.39
6806.945801,20.89
6807.128906,24.51
6807.312012,22.13
6807.495117,8.42
6807.678223,15.33
6807.861328,15.55
6808.044434,18.87
6808.227539,19.79
6808.410645,18.81
6808.593750,17.23
6808.776855,26.41
6808.959961,25.08
6809.143066,19.52
6809.326172,26.55
6809.509277,17.02
6809.692383,26.98
6809.875488,28.27
6810.058594,24.27
6810.241699,25.35
6810.424805,22.85
6810.607910,27.55
6810.791016,28.04
6810.974121,25.39
6811.157227,22.86
6811.340332,26.00
6811.523438,29.03
6811.706543,25.48
6811.889648,25.99
6812.072754,29.34
6812.255859,27.56
6812.438965,29.10
6812.622070,27.49
6812.805176,24.45
6812.988281,27.83
6813.171387,28.95
6813.354492,25.69
6813.537598,27.33
6813.720703,21.82
6813.903809,27.57
6814.086914,27.80
6814.270020,28.34
6814.453125,23.16
6814.636230,26.57
6814.819336,25.17
6815.002441,32.11
6815.185547,28.68
6815.368652,23.64
6815.551758,29.20
6815.734863,27.27
6815.917969,30.19
6816.101074,7.71
6816.284180,28.53
6816.467285,24.96
6816.650391,31.22
6816.833496,24.31
6817.016602,18.23
6817.199707,23.43
6817.382812,25.40
6817.565918,27.39
6817.749023,13.67
6817.932129,11.88
6818.115234,21.58
6818.298340,22.22
6818.481445,26.35
6818.664551,23.30
6818.847656,22.43
6819.030762,19.00
6819.213867,24.60
6819.396973,27.90
6819.580078,25.90
6819.763184,21.90
6819.946289,11.86
6820.129395,15.21
6820.312500,25.79
6820.495605,26.15
6820.678711,7.11
6820.861816,15.31
6821.044922,25.08
6821.228027,24.60
6821.411133,23.52
6821.594238,23.11
6821.777344,2.59
6821.960449,22.04
6822.143555,27.35
6822.326660,28.47
6822.509766,20.75
6822.692871,24.35
6822.875977,25.19
6823.059082,27.86
6823.242188,23.84
6823.425293,7.69
6823.608398,19.59
6823.791504,24.26
6823.974609,28.58
6824.157715,28.13
6824.340820,16.57
6824.523926,15.28
6824.707031,23.64
6824.890137,27.03
6825.073242,24.35
6825.256348,21.18
6825.439453,29.78
6825.622559,31.50
6825.805664,27.47
6825.988770,21.72
6826.171875,27.95
6826.354980,30.76
6826.538086,29.30
6826.721191,29.81
6826.904297,23.26
6827.087402,26.59
6827.270508,28.35
6827.453613,26.49
6827.636719,24.40
6827.819824,27.66
6828.002930,30.79
6828.186035,31.44
6828.369141,29.53
6828.552246,20.85
6828.735352,27.90
6828.918457,30.40
6829.101562,29.28
6829.284668,26.51
6829.467773,24.77
6829.650879,26.34
6829.833984,31.73
6830.017090,30.60
6830.200195,25.65
6830.383301,30.51
6830.566406,32.34
6830.749512,32.12
6830.932617,28.14
6831.115723,26.53
6831.298828,28.50
6831.481934,27.69
6831.665039,24.97
6831.848145,21.55
6832.031250,27.67
6832.214355,25.40
6832.397461,27.64
6832.580566,18.95
6832.763672,16.08
6832.946777,29.79
6833.129883,30.64
6833.312988,28.87
6833.496094,25.66
6833.679199,24.87
6833.862305,27.07
6834.045410,30.98
6834.228516,26.19
6834.411621,16.40
6834.594727,19.61
6834.777832,24.58
6834.960938,31.85
6835.144043,23.29
6835.327148,20.68
6835.510254,22.11
6835.693359,26.63
6835.876465,26.89
6836.059570,24.15
6836.242676,19.62
6836.425781,24.83
6836.608887,29.83
6836.791992,25.00
6836.975098,25.48
6837.158203,27.28
6837.341309,23.81
6837.524414,22.43
6837.707520,25.89
6837.890625,21.75
6838.073730,28.36
6838.256836,22.45
6838.439941,11.78
6838.623047,21.58
6838.806152,20.07
6838.989258,22.82
6839.172363,23.16
6839.355469,20.12
6839.538574,14.07
